frame,label,x,y,width,height
0,HELICOPTER,285.00,96.00,26.00,15.00
1,HELICOPTER,284.14,95.99,26.05,15.01
2,HELICOPTER,283.29,95.98,26.10,15.02
3,HELICOPTER,282.43,95.97,26.14,15.03
4,HELICOPTER,281.57,95.96,26.19,15.04
5,HELICOPTER,280.71,95.95,26.24,15.05
6,HELICOPTER,279.86,95.94,26.29,15.06
7,HELICOPTER,279.00,95.93,26.33,15.07
8,HELICOPTER,278.14,95.92,26.38,15.08
9,HELICOPTER,277.29,95.91,26.43,15.09
10,HELICOPTER,276.43,95.90,26.48,15.10
11,HELICOPTER,275.57,95.90,26.52,15.10
12,HELICOPTER,274.71,95.89,26.57,15.11
13,HELICOPTER,273.86,95.88,26.62,15.12
14,HELICOPTER,273.00,95.87,26.67,15.13
15,HELICOPTER,272.14,95.86,26.71,15.14
16,HELICOPTER,271.29,95.85,26.76,15.15
17,HELICOPTER,270.43,95.84,26.81,15.16
18,HELICOPTER,269.57,95.83,26.86,15.17
19,HELICOPTER,268.71,95.82,26.90,15.18
20,HELICOPTER,267.86,95.81,26.95,15.19
21,HELICOPTER,267.00,95.80,27.00,15.20
22,HELICOPTER,266.14,95.79,27.05,15.21
23,HELICOPTER,265.29,95.78,27.10,15.22
24,HELICOPTER,264.43,95.77,27.14,15.23
25,HELICOPTER,263.57,95.76,27.19,15.24
26,HELICOPTER,262.71,95.75,27.24,15.25
27,HELICOPTER,261.86,95.74,27.29,15.26
28,HELICOPTER,261.00,95.73,27.33,15.27
29,HELICOPTER,260.14,95.72,27.38,15.28
30,HELICOPTER,259.29,95.71,27.43,15.29
31,HELICOPTER,258.43,95.70,27.48,15.30
32,HELICOPTER,257.57,95.70,27.52,15.30
33,HELICOPTER,256.71,95.69,27.57,15.31
34,HELICOPTER,255.86,95.68,27.62,15.32
35,HELICOPTER,255.00,95.67,27.67,15.33
36,HELICOPTER,254.14,95.66,27.71,15.34
37,HELICOPTER,253.29,95.65,27.76,15.35
38,HELICOPTER,252.43,95.64,27.81,15.36
39,HELICOPTER,251.57,95.63,27.86,15.37
40,HELICOPTER,250.71,95.62,27.90,15.38
41,HELICOPTER,249.86,95.61,27.95,15.39
42,HELICOPTER,249.00,95.60,28.00,15.40
43,HELICOPTER,248.14,95.59,28.05,15.41
44,HELICOPTER,247.29,95.58,28.10,15.42
45,HELICOPTER,246.43,95.57,28.14,15.43
46,HELICOPTER,245.57,95.56,28.19,15.44
47,HELICOPTER,244.71,95.55,28.24,15.45
48,HELICOPTER,243.86,95.54,28.29,15.46
49,HELICOPTER,243.00,95.53,28.33,15.47
50,HELICOPTER,242.14,95.52,28.38,15.48
51,HELICOPTER,241.29,95.51,28.43,15.49
52,HELICOPTER,240.43,95.50,28.48,15.50
53,HELICOPTER,239.57,95.50,28.52,15.50
54,HELICOPTER,238.71,95.49,28.57,15.51
55,HELICOPTER,237.86,95.48,28.62,15.52
56,HELICOPTER,237.00,95.47,28.67,15.53
57,HELICOPTER,236.14,95.46,28.71,15.54
58,HELICOPTER,235.29,95.45,28.76,15.55
59,HELICOPTER,234.43,95.44,28.81,15.56
60,HELICOPTER,233.57,95.43,28.86,15.57
61,HELICOPTER,232.71,95.42,28.90,15.58
62,HELICOPTER,231.86,95.41,28.95,15.59
63,HELICOPTER,231.00,95.40,29.00,15.60
64,HELICOPTER,230.14,95.39,29.05,15.61
65,HELICOPTER,229.29,95.38,29.10,15.62
66,HELICOPTER,228.43,95.37,29.14,15.63
67,HELICOPTER,227.57,95.36,29.19,15.64
68,HELICOPTER,226.71,95.35,29.24,15.65
69,HELICOPTER,225.86,95.34,29.29,15.66
70,HELICOPTER,225.00,95.33,29.33,15.67
71,HELICOPTER,224.14,95.32,29.38,15.68
72,HELICOPTER,223.29,95.31,29.43,15.69
73,HELICOPTER,222.43,95.30,29.48,15.70
74,HELICOPTER,221.57,95.30,29.52,15.70
75,HELICOPTER,220.71,95.29,29.57,15.71
76,HELICOPTER,219.86,95.28,29.62,15.72
77,HELICOPTER,219.00,95.27,29.67,15.73
78,HELICOPTER,218.14,95.26,29.71,15.74
79,HELICOPTER,217.29,95.25,29.76,15.75
80,HELICOPTER,216.43,95.24,29.81,15.76
81,HELICOPTER,215.57,95.23,29.86,15.77
82,HELICOPTER,214.71,95.22,29.90,15.78
83,HELICOPTER,213.86,95.21,29.95,15.79
84,HELICOPTER,213.00,95.20,30.00,15.80
85,HELICOPTER,212.14,95.19,30.05,15.81
86,HELICOPTER,211.29,95.18,30.10,15.82
87,HELICOPTER,210.43,95.17,30.14,15.83
88,HELICOPTER,209.57,95.16,30.19,15.84
89,HELICOPTER,208.71,95.15,30.24,15.85
90,HELICOPTER,207.86,95.14,30.29,15.86
91,HELICOPTER,207.00,95.13,30.33,15.87
92,HELICOPTER,206.14,95.12,30.38,15.88
93,HELICOPTER,205.29,95.11,30.43,15.89
94,HELICOPTER,204.43,95.10,30.48,15.90
95,HELICOPTER,203.57,95.10,30.52,15.90
96,HELICOPTER,202.71,95.09,30.57,15.91
97,HELICOPTER,201.86,95.08,30.62,15.92
98,HELICOPTER,201.00,95.07,30.67,15.93
99,HELICOPTER,200.14,95.06,30.71,15.94
100,HELICOPTER,199.29,95.05,30.76,15.95
101,HELICOPTER,198.43,95.04,30.81,15.96
102,HELICOPTER,197.57,95.03,30.86,15.97
103,HELICOPTER,196.71,95.02,30.90,15.98
104,HELICOPTER,195.86,95.01,30.95,15.99
105,HELICOPTER,195.00,95.00,31.00,16.00
106,HELICOPTER,194.08,94.97,30.89,15.97
107,HELICOPTER,193.17,94.94,30.78,15.94
108,HELICOPTER,192.25,94.92,30.67,15.92
109,HELICOPTER,191.33,94.89,30.56,15.89
110,HELICOPTER,190.42,94.86,30.44,15.86
111,HELICOPTER,189.50,94.83,30.33,15.83
