frame,label,x,y,width,height
0,BIRD,253.00,131.00,14.00,14.00
1,BIRD,252.36,130.94,13.99,13.96
2,BIRD,251.73,130.88,13.98,13.93
3,BIRD,251.09,130.82,13.96,13.89
4,BIRD,250.46,130.76,13.95,13.86
5,BIRD,249.82,130.71,13.94,13.82
6,BIRD,249.19,130.65,13.93,13.79
7,BIRD,248.55,130.59,13.92,13.75
8,BIRD,247.92,130.53,13.91,13.72
9,BIRD,247.28,130.47,13.89,13.68
10,BIRD,246.65,130.41,13.88,13.65
11,BIRD,246.01,130.35,13.87,13.61
12,BIRD,245.38,130.29,13.86,13.58
13,BIRD,244.74,130.24,13.85,13.54
14,BIRD,244.11,130.18,13.84,13.51
15,BIRD,243.47,130.12,13.82,13.47
16,BIRD,242.84,130.06,13.81,13.44
17,BIRD,242.20,130.00,13.80,13.40
18,BIRD,241.56,129.94,13.79,13.36
19,BIRD,240.93,129.88,13.78,13.33
20,BIRD,240.29,129.82,13.76,13.29
21,BIRD,239.66,129.76,13.75,13.26
22,BIRD,239.02,129.71,13.74,13.22
23,BIRD,238.39,129.65,13.73,13.19
24,BIRD,237.75,129.59,13.72,13.15
25,BIRD,237.12,129.53,13.71,13.12
26,BIRD,236.48,129.47,13.69,13.08
27,BIRD,235.85,129.41,13.68,13.05
28,BIRD,235.21,129.35,13.67,13.01
29,BIRD,234.58,129.29,13.66,12.98
30,BIRD,233.94,129.24,13.65,12.94
31,BIRD,233.31,129.18,13.64,12.91
32,BIRD,232.67,129.12,13.62,12.87
33,BIRD,232.04,129.06,13.61,12.84
34,BIRD,231.40,129.00,13.60,12.80
35,BIRD,230.76,128.94,13.59,12.76
36,BIRD,230.13,128.88,13.58,12.73
37,BIRD,229.49,128.82,13.56,12.69
38,BIRD,228.86,128.76,13.55,12.66
39,BIRD,228.22,128.71,13.54,12.62
40,BIRD,227.59,128.65,13.53,12.59
41,BIRD,226.95,128.59,13.52,12.55
42,BIRD,226.32,128.53,13.51,12.52
43,BIRD,225.68,128.47,13.49,12.48
44,BIRD,225.05,128.41,13.48,12.45
45,BIRD,224.41,128.35,13.47,12.41
46,BIRD,223.78,128.29,13.46,12.38
47,BIRD,223.14,128.24,13.45,12.34
48,BIRD,222.51,128.18,13.44,12.31
49,BIRD,221.87,128.12,13.42,12.27
50,BIRD,221.24,128.06,13.41,12.24
51,BIRD,220.60,128.00,13.40,12.20
52,BIRD,219.96,127.94,13.39,12.16
53,BIRD,219.33,127.88,13.38,12.13
54,BIRD,218.69,127.82,13.36,12.09
55,BIRD,218.06,127.76,13.35,12.06
56,BIRD,217.42,127.71,13.34,12.02
57,BIRD,216.79,127.65,13.33,11.99
58,BIRD,216.15,127.59,13.32,11.95
59,BIRD,215.52,127.53,13.31,11.92
60,BIRD,214.88,127.47,13.29,11.88
61,BIRD,214.25,127.41,13.28,11.85
62,BIRD,213.61,127.35,13.27,11.81
63,BIRD,212.98,127.29,13.26,11.78
64,BIRD,212.34,127.24,13.25,11.74
65,BIRD,211.71,127.18,13.24,11.71
66,BIRD,211.07,127.12,13.22,11.67
67,BIRD,210.44,127.06,13.21,11.64
68,BIRD,209.80,127.00,13.20,11.60
69,BIRD,209.16,126.94,13.19,11.56
70,BIRD,208.53,126.88,13.18,11.53
71,BIRD,207.89,126.82,13.16,11.49
72,BIRD,207.26,126.76,13.15,11.46
73,BIRD,206.62,126.71,13.14,11.42
74,BIRD,205.99,126.65,13.13,11.39
75,BIRD,205.35,126.59,13.12,11.35
76,BIRD,204.72,126.53,13.11,11.32
77,BIRD,204.08,126.47,13.09,11.28
78,BIRD,203.45,126.41,13.08,11.25
79,BIRD,202.81,126.35,13.07,11.21
80,BIRD,202.18,126.29,13.06,11.18
81,BIRD,201.54,126.24,13.05,11.14
82,BIRD,200.91,126.18,13.04,11.11
83,BIRD,200.27,126.12,13.02,11.07
84,BIRD,199.64,126.06,13.01,11.04
85,BIRD,199.00,126.00,13.00,11.00
86,BIRD,198.32,125.93,13.03,11.03
87,BIRD,197.63,125.86,13.05,11.05
88,BIRD,196.95,125.79,13.08,11.08
89,BIRD,196.26,125.73,13.11,11.11
90,BIRD,195.58,125.66,13.14,11.14
91,BIRD,194.89,125.59,13.16,11.16
92,BIRD,194.21,125.52,13.19,11.19
93,BIRD,193.52,125.45,13.22,11.22
94,BIRD,192.84,125.38,13.25,11.25
95,BIRD,192.15,125.32,13.27,11.27
96,BIRD,191.47,125.25,13.30,11.30
97,BIRD,190.78,125.18,13.33,11.33
98,BIRD,190.10,125.11,13.36,11.36
99,BIRD,189.41,125.04,13.38,11.38
100,BIRD,188.73,124.97,13.41,11.41
101,BIRD,188.04,124.90,13.44,11.44
102,BIRD,187.36,124.84,13.47,11.47
103,BIRD,186.67,124.77,13.49,11.49
104,BIRD,185.99,124.70,13.52,11.52
105,BIRD,185.30,124.63,13.55,11.55
106,BIRD,184.62,124.56,13.58,11.58
107,BIRD,183.93,124.49,13.60,11.60
108,BIRD,183.25,124.42,13.63,11.63
109,BIRD,182.56,124.36,13.66,11.66
110,BIRD,181.88,124.29,13.68,11.68
111,BIRD,181.19,124.22,13.71,11.71
112,BIRD,180.51,124.15,13.74,11.74
113,BIRD,179.82,124.08,13.77,11.77
114,BIRD,179.14,124.01,13.79,11.79
115,BIRD,178.45,123.95,13.82,11.82
116,BIRD,177.77,123.88,13.85,11.85
117,BIRD,177.08,123.81,13.88,11.88
118,BIRD,176.40,123.74,13.90,11.90
119,BIRD,175.71,123.67,13.93,11.93
120,BIRD,175.03,123.60,13.96,11.96
121,BIRD,174.34,123.53,13.99,11.99
122,BIRD,173.66,123.47,14.01,12.01
123,BIRD,172.97,123.40,14.04,12.04
124,BIRD,172.29,123.33,14.07,12.07
125,BIRD,171.60,123.26,14.10,12.10
126,BIRD,170.92,123.19,14.12,12.12
127,BIRD,170.23,123.12,14.15,12.15
128,BIRD,169.55,123.05,14.18,12.18
129,BIRD,168.86,122.99,14.21,12.21
130,BIRD,168.18,122.92,14.23,12.23
131,BIRD,167.49,122.85,14.26,12.26
132,BIRD,166.81,122.78,14.29,12.29
133,BIRD,166.12,122.71,14.32,12.32
134,BIRD,165.44,122.64,14.34,12.34
135,BIRD,164.75,122.58,14.37,12.37
136,BIRD,164.07,122.51,14.40,12.40
137,BIRD,163.38,122.44,14.42,12.42
138,BIRD,162.70,122.37,14.45,12.45
139,BIRD,162.01,122.30,14.48,12.48
140,BIRD,161.33,122.23,14.51,12.51
141,BIRD,160.64,122.16,14.53,12.53
142,BIRD,159.96,122.10,14.56,12.56
143,BIRD,159.27,122.03,14.59,12.59
144,BIRD,158.59,121.96,14.62,12.62
145,BIRD,157.90,121.89,14.64,12.64
146,BIRD,157.22,121.82,14.67,12.67
147,BIRD,156.53,121.75,14.70,12.70
148,BIRD,155.85,121.68,14.73,12.73
149,BIRD,155.16,121.62,14.75,12.75
150,BIRD,154.48,121.55,14.78,12.78
151,BIRD,153.79,121.48,14.81,12.81
152,BIRD,153.11,121.41,14.84,12.84
153,BIRD,152.42,121.34,14.86,12.86
154,BIRD,151.74,121.27,14.89,12.89
155,BIRD,151.05,121.21,14.92,12.92
156,BIRD,150.37,121.14,14.95,12.95
157,BIRD,149.68,121.07,14.97,12.97
158,BIRD,149.00,121.00,15.00,13.00
159,BIRD,148.31,121.01,15.00,13.00
160,BIRD,147.61,121.03,15.00,13.00
161,BIRD,146.92,121.04,15.00,13.00
162,BIRD,146.23,121.05,15.00,13.00
163,BIRD,145.53,121.07,15.00,13.00
164,BIRD,144.84,121.08,15.00,13.00
165,BIRD,144.15,121.09,15.00,13.00
166,BIRD,143.45,121.11,15.00,13.00
167,BIRD,142.76,121.12,15.00,13.00
168,BIRD,142.07,121.13,15.00,13.00
169,BIRD,141.37,121.15,15.00,13.00
170,BIRD,140.68,121.16,15.00,13.00
171,BIRD,139.99,121.17,15.00,13.00
172,BIRD,139.29,121.19,15.00,13.00
173,BIRD,138.60,121.20,15.00,13.00
174,BIRD,137.91,121.21,15.00,13.00
175,BIRD,137.21,121.23,15.00,13.00
176,BIRD,136.52,121.24,15.00,13.00
177,BIRD,135.83,121.25,15.00,13.00
178,BIRD,135.13,121.27,15.00,13.00
179,BIRD,134.44,121.28,15.00,13.00
180,BIRD,133.75,121.29,15.00,13.00
181,BIRD,133.05,121.31,15.00,13.00
182,BIRD,132.36,121.32,15.00,13.00
183,BIRD,131.67,121.33,15.00,13.00
184,BIRD,130.97,121.35,15.00,13.00
185,BIRD,130.28,121.36,15.00,13.00
186,BIRD,129.59,121.37,15.00,13.00
187,BIRD,128.89,121.39,15.00,13.00
188,BIRD,128.20,121.40,15.00,13.00
189,BIRD,127.51,121.41,15.00,13.00
190,BIRD,126.81,121.43,15.00,13.00
191,BIRD,126.12,121.44,15.00,13.00
192,BIRD,125.43,121.45,15.00,13.00
193,BIRD,124.73,121.47,15.00,13.00
194,BIRD,124.04,121.48,15.00,13.00
195,BIRD,123.35,121.49,15.00,13.00
196,BIRD,122.65,121.51,15.00,13.00
197,BIRD,121.96,121.52,15.00,13.00
198,BIRD,121.27,121.53,15.00,13.00
199,BIRD,120.57,121.55,15.00,13.00
200,BIRD,119.88,121.56,15.00,13.00
201,BIRD,119.19,121.57,15.00,13.00
202,BIRD,118.49,121.59,15.00,13.00
203,BIRD,117.80,121.60,15.00,13.00
204,BIRD,117.11,121.61,15.00,13.00
205,BIRD,116.41,121.63,15.00,13.00
206,BIRD,115.72,121.64,15.00,13.00
207,BIRD,115.03,121.65,15.00,13.00
208,BIRD,114.33,121.67,15.00,13.00
209,BIRD,113.64,121.68,15.00,13.00
210,BIRD,112.95,121.69,15.00,13.00
211,BIRD,112.25,121.71,15.00,13.00
212,BIRD,111.56,121.72,15.00,13.00
213,BIRD,110.87,121.73,15.00,13.00
214,BIRD,110.17,121.75,15.00,13.00
215,BIRD,109.48,121.76,15.00,13.00
216,BIRD,108.79,121.77,15.00,13.00
217,BIRD,108.09,121.79,15.00,13.00
218,BIRD,107.40,121.80,15.00,13.00
219,BIRD,106.71,121.81,15.00,13.00
220,BIRD,106.01,121.83,15.00,13.00
221,BIRD,105.32,121.84,15.00,13.00
222,BIRD,104.63,121.85,15.00,13.00
223,BIRD,103.93,121.87,15.00,13.00
224,BIRD,103.24,121.88,15.00,13.00
225,BIRD,102.55,121.89,15.00,13.00
226,BIRD,101.85,121.91,15.00,13.00
227,BIRD,101.16,121.92,15.00,13.00
228,BIRD,100.47,121.93,15.00,13.00
229,BIRD,99.77,121.95,15.00,13.00
230,BIRD,99.08,121.96,15.00,13.00
231,BIRD,98.39,121.97,15.00,13.00
232,BIRD,97.69,121.99,15.00,13.00
233,BIRD,97.00,122.00,15.00,13.00
234,BIRD,96.23,121.94,15.03,13.03
235,BIRD,95.47,121.88,15.07,13.07
236,BIRD,94.70,121.83,15.10,13.10
237,BIRD,93.93,121.77,15.14,13.14
238,BIRD,93.16,121.71,15.17,13.17
239,BIRD,92.40,121.65,15.21,13.21
240,BIRD,91.63,121.59,15.24,13.24
241,BIRD,90.86,121.53,15.28,13.28
242,BIRD,90.09,121.48,15.31,13.31
243,BIRD,89.33,121.42,15.35,13.35
244,BIRD,88.56,121.36,15.38,13.38
245,BIRD,87.79,121.30,15.42,13.42
246,BIRD,87.02,121.24,15.45,13.45
247,BIRD,86.26,121.19,15.49,13.49
248,BIRD,85.49,121.13,15.52,13.52
249,BIRD,84.72,121.07,15.56,13.56
250,BIRD,83.95,121.01,15.59,13.59
251,BIRD,83.19,120.95,15.63,13.63
252,BIRD,82.42,120.90,15.66,13.66
253,BIRD,81.65,120.84,15.70,13.70
254,BIRD,80.88,120.78,15.73,13.73
255,BIRD,80.12,120.72,15.77,13.77
256,BIRD,79.35,120.66,15.80,13.80
257,BIRD,78.58,120.60,15.84,13.84
258,BIRD,77.81,120.55,15.87,13.87
259,BIRD,77.05,120.49,15.91,13.91
260,BIRD,76.28,120.43,15.94,13.94
261,BIRD,75.51,120.37,15.98,13.98
262,BIRD,74.74,120.31,16.01,14.01
263,BIRD,73.98,120.26,16.05,14.05
264,BIRD,73.21,120.20,16.08,14.08
265,BIRD,72.44,120.14,16.12,14.12
266,BIRD,71.67,120.08,16.15,14.15
267,BIRD,70.91,120.02,16.19,14.19
268,BIRD,70.14,119.97,16.22,14.22
269,BIRD,69.37,119.91,16.26,14.26
270,BIRD,68.60,119.85,16.29,14.29
271,BIRD,67.84,119.79,16.33,14.33
272,BIRD,67.07,119.73,16.36,14.36
273,BIRD,66.30,119.67,16.40,14.40
274,BIRD,65.53,119.62,16.43,14.43
275,BIRD,64.77,119.56,16.47,14.47
276,BIRD,64.00,119.50,16.50,14.50
277,BIRD,63.23,119.44,16.53,14.53
278,BIRD,62.47,119.38,16.57,14.57
279,BIRD,61.70,119.33,16.60,14.60
280,BIRD,60.93,119.27,16.64,14.64
281,BIRD,60.16,119.21,16.67,14.67
282,BIRD,59.40,119.15,16.71,14.71
283,BIRD,58.63,119.09,16.74,14.74
284,BIRD,57.86,119.03,16.78,14.78
285,BIRD,57.09,118.98,16.81,14.81
286,BIRD,56.33,118.92,16.85,14.85
287,BIRD,55.56,118.86,16.88,14.88
288,BIRD,54.79,118.80,16.92,14.92
289,BIRD,54.02,118.74,16.95,14.95
290,BIRD,53.26,118.69,16.99,14.99
291,BIRD,52.49,118.63,17.02,15.02
292,BIRD,51.72,118.57,17.06,15.06
293,BIRD,50.95,118.51,17.09,15.09
294,BIRD,50.19,118.45,17.13,15.13
295,BIRD,49.42,118.40,17.16,15.16
296,BIRD,48.65,118.34,17.20,15.20
297,BIRD,47.88,118.28,17.23,15.23
298,BIRD,47.12,118.22,17.27,15.27
299,BIRD,46.35,118.16,17.30,15.30
300,BIRD,45.58,118.10,17.34,15.34
301,BIRD,44.81,118.05,17.37,15.37
302,BIRD,44.05,117.99,17.41,15.41
303,BIRD,43.28,117.93,17.44,15.44
304,BIRD,42.51,117.87,17.48,15.48
