frame,label,x,y,width,height
0,HELICOPTER,222.81,134.40,27.39,16.06
1,HELICOPTER,222.97,134.41,27.42,16.05
2,HELICOPTER,222.99,134.42,27.37,16.03
3,HELICOPTER,223.12,134.40,27.40,16.06
4,HELICOPTER,223.26,134.40,27.37,16.06
5,HELICOPTER,223.33,134.39,27.36,16.06
6,HELICOPTER,223.57,134.38,27.32,16.05
7,HELICOPTER,223.58,134.39,27.31,16.05
8,HELICOPTER,223.76,134.40,27.35,16.00
9,HELICOPTER,223.82,134.43,27.36,16.00
10,HELICOPTER,223.91,134.41,27.36,15.98
11,HELICOPTER,224.13,134.41,27.35,15.99
12,HELICOPTER,224.20,134.41,27.33,16.00
13,HELICOPTER,224.39,134.38,27.33,16.04
14,HELICOPTER,224.52,134.37,27.27,16.04
15,HELICOPTER,224.57,134.35,27.27,16.04
16,HELICOPTER,224.74,134.41,27.28,15.97
17,HELICOPTER,224.78,134.39,27.27,15.96
18,HELICOPTER,224.97,134.38,27.32,15.96
19,HELICOPTER,225.08,134.33,27.32,15.98
20,HELICOPTER,225.21,134.29,27.33,16.01
21,HELICOPTER,225.32,134.32,27.32,16.04
22,HELICOPTER,225.41,134.28,27.33,16.06
23,HELICOPTER,225.63,134.28,27.30,16.04
24,HELICOPTER,225.71,134.30,27.30,16.02
25,HELICOPTER,225.84,134.29,27.33,15.97
26,HELICOPTER,225.90,134.31,27.31,15.95
27,HELICOPTER,225.92,134.26,27.31,15.95
28,HELICOPTER,226.18,134.32,27.32,15.97
29,HELICOPTER,226.25,134.28,27.32,15.97
30,HELICOPTER,226.46,134.26,27.30,15.98
31,HELICOPTER,226.47,134.29,27.31,15.96
32,HELICOPTER,226.68,134.29,27.29,15.94
33,HELICOPTER,226.77,134.31,27.33,15.90
34,HELICOPTER,226.85,134.28,27.34,15.87
35,HELICOPTER,227.09,134.27,27.35,15.84
36,HELICOPTER,227.07,134.30,27.38,15.81
37,HELICOPTER,227.23,134.30,27.41,15.83
38,HELICOPTER,227.31,134.31,27.42,15.83
39,HELICOPTER,227.37,134.28,27.43,15.83
40,HELICOPTER,227.66,134.29,27.44,15.73
41,HELICOPTER,227.62,134.28,27.43,15.75
42,HELICOPTER,227.89,134.33,27.46,15.66
43,HELICOPTER,227.98,134.35,27.46,15.66
44,HELICOPTER,228.04,134.29,27.47,15.65
45,HELICOPTER,228.30,134.27,27.46,15.71
46,HELICOPTER,228.32,134.27,27.47,15.71
47,HELICOPTER,228.58,134.26,27.40,15.64
48,HELICOPTER,228.62,134.27,27.42,15.62
49,HELICOPTER,228.76,134.27,27.40,15.55
50,HELICOPTER,228.96,134.29,27.38,15.51
51,HELICOPTER,229.03,134.30,27.37,15.53
52,HELICOPTER,229.29,134.28,27.35,15.57
53,HELICOPTER,229.29,134.29,27.35,15.57
54,HELICOPTER,229.43,134.31,27.32,15.58
55,HELICOPTER,229.68,134.30,27.29,15.51
56,HELICOPTER,229.81,134.30,27.27,15.39
57,HELICOPTER,230.01,134.35,27.27,15.37
58,HELICOPTER,230.04,134.31,27.25,15.33
59,HELICOPTER,230.19,134.31,27.24,15.36
60,HELICOPTER,230.38,134.29,27.24,15.40
61,HELICOPTER,230.46,134.24,27.21,15.36
62,HELICOPTER,230.70,134.25,27.16,15.33
63,HELICOPTER,230.70,134.26,27.17,15.35
64,HELICOPTER,231.00,134.28,27.18,15.27
