frame,label,x,y,width,height
0,AIRPLANE,164.00,111.00,24.00,13.00
1,AIRPLANE,163.57,111.00,24.02,12.98
2,AIRPLANE,163.14,111.00,24.04,12.96
3,AIRPLANE,162.71,111.00,24.05,12.95
4,AIRPLANE,162.29,111.00,24.07,12.93
5,AIRPLANE,161.86,111.00,24.09,12.91
6,AIRPLANE,161.43,111.00,24.11,12.89
7,AIRPLANE,161.00,111.00,24.13,12.87
8,AIRPLANE,160.57,111.00,24.14,12.86
9,AIRPLANE,160.14,111.00,24.16,12.84
10,AIRPLANE,159.71,111.00,24.18,12.82
11,AIRPLANE,159.29,111.00,24.20,12.80
12,AIRPLANE,158.86,111.00,24.21,12.79
13,AIRPLANE,158.43,111.00,24.23,12.77
14,AIRPLANE,158.00,111.00,24.25,12.75
15,AIRPLANE,157.57,111.00,24.27,12.73
16,AIRPLANE,157.14,111.00,24.29,12.71
17,AIRPLANE,156.71,111.00,24.30,12.70
18,AIRPLANE,156.29,111.00,24.32,12.68
19,AIRPLANE,155.86,111.00,24.34,12.66
20,AIRPLANE,155.43,111.00,24.36,12.64
21,AIRPLANE,155.00,111.00,24.38,12.62
22,AIRPLANE,154.57,111.00,24.39,12.61
23,AIRPLANE,154.14,111.00,24.41,12.59
24,AIRPLANE,153.71,111.00,24.43,12.57
25,AIRPLANE,153.29,111.00,24.45,12.55
26,AIRPLANE,152.86,111.00,24.46,12.54
27,AIRPLANE,152.43,111.00,24.48,12.52
28,AIRPLANE,152.00,111.00,24.50,12.50
29,AIRPLANE,151.57,111.00,24.52,12.48
30,AIRPLANE,151.14,111.00,24.54,12.46
31,AIRPLANE,150.71,111.00,24.55,12.45
32,AIRPLANE,150.29,111.00,24.57,12.43
33,AIRPLANE,149.86,111.00,24.59,12.41
34,AIRPLANE,149.43,111.00,24.61,12.39
35,AIRPLANE,149.00,111.00,24.63,12.37
36,AIRPLANE,148.57,111.00,24.64,12.36
37,AIRPLANE,148.14,111.00,24.66,12.34
38,AIRPLANE,147.71,111.00,24.68,12.32
39,AIRPLANE,147.29,111.00,24.70,12.30
40,AIRPLANE,146.86,111.00,24.71,12.29
41,AIRPLANE,146.43,111.00,24.73,12.27
42,AIRPLANE,146.00,111.00,24.75,12.25
43,AIRPLANE,145.57,111.00,24.77,12.23
44,AIRPLANE,145.14,111.00,24.79,12.21
45,AIRPLANE,144.71,111.00,24.80,12.20
46,AIRPLANE,144.29,111.00,24.82,12.18
47,AIRPLANE,143.86,111.00,24.84,12.16
48,AIRPLANE,143.43,111.00,24.86,12.14
49,AIRPLANE,143.00,111.00,24.88,12.12
50,AIRPLANE,142.57,111.00,24.89,12.11
51,AIRPLANE,142.14,111.00,24.91,12.09
52,AIRPLANE,141.71,111.00,24.93,12.07
53,AIRPLANE,141.29,111.00,24.95,12.05
54,AIRPLANE,140.86,111.00,24.96,12.04
55,AIRPLANE,140.43,111.00,24.98,12.02
56,AIRPLANE,140.00,111.00,25.00,12.00
57,AIRPLANE,139.47,110.98,25.06,12.02
58,AIRPLANE,138.94,110.96,25.13,12.04
59,AIRPLANE,138.40,110.94,25.19,12.06
60,AIRPLANE,137.87,110.91,25.26,12.09
61,AIRPLANE,137.34,110.89,25.32,12.11
62,AIRPLANE,136.81,110.87,25.38,12.13
63,AIRPLANE,136.28,110.85,25.45,12.15
64,AIRPLANE,135.74,110.83,25.51,12.17
65,AIRPLANE,135.21,110.81,25.57,12.19
66,AIRPLANE,134.68,110.79,25.64,12.21
67,AIRPLANE,134.15,110.77,25.70,12.23
68,AIRPLANE,133.62,110.74,25.77,12.26
69,AIRPLANE,133.09,110.72,25.83,12.28
70,AIRPLANE,132.55,110.70,25.89,12.30
71,AIRPLANE,132.02,110.68,25.96,12.32
72,AIRPLANE,131.49,110.66,26.02,12.34
73,AIRPLANE,130.96,110.64,26.09,12.36
74,AIRPLANE,130.43,110.62,26.15,12.38
75,AIRPLANE,129.89,110.60,26.21,12.40
76,AIRPLANE,129.36,110.57,26.28,12.43
77,AIRPLANE,128.83,110.55,26.34,12.45
78,AIRPLANE,128.30,110.53,26.40,12.47
79,AIRPLANE,127.77,110.51,26.47,12.49
80,AIRPLANE,127.23,110.49,26.53,12.51
81,AIRPLANE,126.70,110.47,26.60,12.53
82,AIRPLANE,126.17,110.45,26.66,12.55
83,AIRPLANE,125.64,110.43,26.72,12.57
84,AIRPLANE,125.11,110.40,26.79,12.60
