frame,label,x,y,width,height
0,DRONE,26.76,118.27,28.56,15.33
1,DRONE,27.66,118.41,26.63,13.97
2,DRONE,27.16,117.27,27.27,15.32
3,DRONE,28.17,117.65,25.10,13.45
4,DRONE,27.12,116.26,27.24,15.32
5,DRONE,27.73,116.80,25.42,13.22
6,DRONE,26.69,115.38,27.57,15.18
7,DRONE,27.64,115.76,25.49,13.28
8,DRONE,26.45,114.40,27.85,15.14
9,DRONE,26.54,114.24,27.06,14.46
10,DRONE,25.76,113.35,28.71,15.34
11,DRONE,26.51,113.24,27.09,14.46
12,DRONE,25.72,112.29,28.66,15.47
13,DRONE,26.63,112.45,26.76,14.07
14,DRONE,25.69,111.25,28.70,15.60
15,DRONE,26.59,111.53,26.79,13.99
16,DRONE,25.79,110.37,28.42,15.44
17,DRONE,26.74,110.60,26.43,13.88
18,DRONE,25.93,109.52,28.11,15.23
19,DRONE,26.32,109.45,27.40,14.56
20,DRONE,26.41,109.07,27.19,14.38
21,DRONE,26.04,108.30,27.99,15.04
22,DRONE,26.47,108.31,27.20,14.42
23,DRONE,25.90,107.61,28.53,15.07
24,DRONE,26.56,107.35,27.24,14.47
25,DRONE,27.39,107.37,26.09,13.80
26,DRONE,26.76,106.27,27.55,15.32
27,DRONE,27.78,106.57,25.51,13.62
28,DRONE,26.90,105.30,27.42,15.37
29,DRONE,27.83,105.57,25.68,13.99
30,DRONE,27.80,105.28,26.01,14.03
31,DRONE,27.18,104.20,27.39,15.20
32,DRONE,27.65,104.52,26.56,13.97
33,DRONE,27.13,103.88,28.05,14.83
34,DRONE,27.24,103.34,28.20,15.13
35,DRONE,28.49,103.68,25.89,13.51
36,DRONE,28.30,102.85,26.67,14.57
37,DRONE,28.34,102.33,26.95,14.85
38,DRONE,28.84,102.57,25.94,13.82
39,DRONE,27.81,101.69,28.47,15.01
40,DRONE,28.09,101.37,28.41,15.08
41,DRONE,29.54,101.68,25.84,13.75
42,DRONE,29.92,101.32,25.48,13.88
43,DRONE,28.85,100.23,28.12,15.62
44,DRONE,29.26,100.52,27.75,14.50
45,DRONE,30.37,100.69,25.99,13.52
46,DRONE,30.61,100.10,26.07,14.16
47,DRONE,29.99,99.25,27.62,15.35
48,DRONE,30.22,99.49,27.58,14.42
49,DRONE,30.76,99.20,27.05,14.45
50,DRONE,31.39,99.08,26.38,14.20
51,DRONE,30.85,98.23,27.97,15.47
52,DRONE,30.97,98.37,28.14,14.79
53,DRONE,31.59,98.14,27.36,14.71
54,DRONE,32.48,98.29,26.15,13.88
55,DRONE,31.88,97.42,27.92,15.26
56,DRONE,31.82,97.45,28.57,14.89
57,DRONE,33.52,97.79,25.91,13.59
58,DRONE,33.97,97.64,25.59,13.55
59,DRONE,33.10,96.89,27.92,14.77
60,DRONE,33.61,96.59,27.68,14.94
61,DRONE,34.30,96.38,26.74,14.85
62,DRONE,34.51,96.57,26.75,14.22
63,DRONE,34.35,96.21,27.56,14.78
64,DRONE,35.67,96.58,25.59,13.44
65,DRONE,35.67,96.13,26.34,14.17
66,DRONE,34.95,95.69,28.41,14.87
67,DRONE,36.18,95.41,26.78,14.77
68,DRONE,36.44,95.39,26.90,14.69
69,DRONE,36.89,95.45,26.76,14.24
70,DRONE,38.00,95.75,25.17,13.33
71,DRONE,37.63,95.33,26.53,13.91
72,DRONE,37.52,94.59,27.80,14.95
73,DRONE,38.00,94.28,27.47,15.32
74,DRONE,38.13,94.54,27.81,14.49
75,DRONE,40.00,94.75,25.33,13.47
76,DRONE,39.72,94.55,26.40,13.79
77,DRONE,40.25,94.36,26.31,13.76
78,DRONE,40.07,93.40,27.23,15.19
79,DRONE,39.71,93.43,28.83,15.23
