frame,label,x,y,width,height
0,AIRPLANE,76.00,114.00,10.00,9.00
1,AIRPLANE,76.08,114.03,10.01,9.01
2,AIRPLANE,76.16,114.06,10.01,9.01
3,AIRPLANE,76.25,114.09,10.02,9.02
4,AIRPLANE,76.33,114.12,10.02,9.02
5,AIRPLANE,76.41,114.15,10.03,9.03
6,AIRPLANE,76.49,114.18,10.04,9.04
7,AIRPLANE,76.58,114.21,10.04,9.04
8,AIRPLANE,76.66,114.24,10.05,9.05
9,AIRPLANE,76.74,114.26,10.05,9.05
10,AIRPLANE,76.82,114.29,10.06,9.06
11,AIRPLANE,76.91,114.32,10.06,9.06
12,AIRPLANE,76.99,114.35,10.07,9.07
13,AIRPLANE,77.07,114.38,10.08,9.08
14,AIRPLANE,77.15,114.41,10.08,9.08
15,AIRPLANE,77.24,114.44,10.09,9.09
16,AIRPLANE,77.32,114.47,10.09,9.09
17,AIRPLANE,77.40,114.50,10.10,9.10
18,AIRPLANE,77.48,114.53,10.11,9.11
19,AIRPLANE,77.56,114.56,10.11,9.11
20,AIRPLANE,77.65,114.59,10.12,9.12
21,AIRPLANE,77.73,114.62,10.12,9.12
22,AIRPLANE,77.81,114.65,10.13,9.13
23,AIRPLANE,77.89,114.68,10.14,9.14
24,AIRPLANE,77.98,114.71,10.14,9.14
25,AIRPLANE,78.06,114.74,10.15,9.15
26,AIRPLANE,78.14,114.76,10.15,9.15
27,AIRPLANE,78.22,114.79,10.16,9.16
28,AIRPLANE,78.31,114.82,10.16,9.16
29,AIRPLANE,78.39,114.85,10.17,9.17
30,AIRPLANE,78.47,114.88,10.18,9.18
31,AIRPLANE,78.55,114.91,10.18,9.18
32,AIRPLANE,78.64,114.94,10.19,9.19
33,AIRPLANE,78.72,114.97,10.19,9.19
34,AIRPLANE,78.80,115.00,10.20,9.20
35,AIRPLANE,78.88,115.03,10.21,9.21
36,AIRPLANE,78.96,115.06,10.21,9.21
37,AIRPLANE,79.05,115.09,10.22,9.22
38,AIRPLANE,79.13,115.12,10.22,9.22
39,AIRPLANE,79.21,115.15,10.23,9.23
40,AIRPLANE,79.29,115.18,10.24,9.24
41,AIRPLANE,79.38,115.21,10.24,9.24
42,AIRPLANE,79.46,115.24,10.25,9.25
43,AIRPLANE,79.54,115.26,10.25,9.25
44,AIRPLANE,79.62,115.29,10.26,9.26
45,AIRPLANE,79.71,115.32,10.26,9.26
46,AIRPLANE,79.79,115.35,10.27,9.27
47,AIRPLANE,79.87,115.38,10.28,9.28
48,AIRPLANE,79.95,115.41,10.28,9.28
49,AIRPLANE,80.04,115.44,10.29,9.29
50,AIRPLANE,80.12,115.47,10.29,9.29
51,AIRPLANE,80.20,115.50,10.30,9.30
52,AIRPLANE,80.28,115.53,10.31,9.31
53,AIRPLANE,80.36,115.56,10.31,9.31
54,AIRPLANE,80.45,115.59,10.32,9.32
55,AIRPLANE,80.53,115.62,10.32,9.32
56,AIRPLANE,80.61,115.65,10.33,9.33
57,AIRPLANE,80.69,115.68,10.34,9.34
58,AIRPLANE,80.78,115.71,10.34,9.34
59,AIRPLANE,80.86,115.74,10.35,9.35
60,AIRPLANE,80.94,115.76,10.35,9.35
61,AIRPLANE,81.02,115.79,10.36,9.36
62,AIRPLANE,81.11,115.82,10.36,9.36
63,AIRPLANE,81.19,115.85,10.37,9.37
64,AIRPLANE,81.27,115.88,10.38,9.38
65,AIRPLANE,81.35,115.91,10.38,9.38
66,AIRPLANE,81.44,115.94,10.39,9.39
67,AIRPLANE,81.52,115.97,10.39,9.39
68,AIRPLANE,81.60,116.00,10.40,9.40
69,AIRPLANE,81.68,116.03,10.41,9.41
70,AIRPLANE,81.76,116.06,10.41,9.41
71,AIRPLANE,81.85,116.09,10.42,9.42
72,AIRPLANE,81.93,116.12,10.42,9.42
73,AIRPLANE,82.01,116.15,10.43,9.43
74,AIRPLANE,82.09,116.18,10.44,9.44
75,AIRPLANE,82.18,116.21,10.44,9.44
76,AIRPLANE,82.26,116.24,10.45,9.45
77,AIRPLANE,82.34,116.26,10.45,9.45
78,AIRPLANE,82.42,116.29,10.46,9.46
79,AIRPLANE,82.51,116.32,10.46,9.46
80,AIRPLANE,82.59,116.35,10.47,9.47
81,AIRPLANE,82.67,116.38,10.48,9.48
82,AIRPLANE,82.75,116.41,10.48,9.48
83,AIRPLANE,82.84,116.44,10.49,9.49
84,AIRPLANE,82.92,116.47,10.49,9.49
85,AIRPLANE,83.00,116.50,10.50,9.50
