frame,label,x,y,width,height
0,DRONE,68.00,293.00,18.00,20.00
1,DRONE,67.38,294.00,18.00,20.06
2,DRONE,66.75,295.00,18.00,20.12
3,DRONE,66.13,296.00,18.00,20.19
4,DRONE,65.50,297.00,18.00,20.25
5,DRONE,64.88,298.00,18.00,20.31
6,DRONE,64.25,299.00,18.00,20.37
7,DRONE,63.63,300.00,18.00,20.44
8,DRONE,63.00,301.00,18.00,20.50
9,DRONE,62.38,302.00,18.00,20.56
10,DRONE,61.75,303.00,18.00,20.62
11,DRONE,61.13,304.00,18.00,20.69
12,DRONE,60.50,305.00,18.00,20.75
13,DRONE,59.88,306.00,18.00,20.81
14,DRONE,59.25,307.00,18.00,20.87
15,DRONE,58.63,308.00,18.00,20.94
16,DRONE,58.00,309.00,18.00,21.00
17,DRONE,57.83,309.70,18.04,21.04
18,DRONE,57.65,310.39,18.09,21.09
19,DRONE,57.48,311.09,18.13,21.13
20,DRONE,57.30,311.78,18.17,21.17
21,DRONE,57.13,312.48,18.22,21.22
22,DRONE,56.96,313.17,18.26,21.26
23,DRONE,56.78,313.87,18.30,21.30
24,DRONE,56.61,314.57,18.35,21.35
25,DRONE,56.43,315.26,18.39,21.39
26,DRONE,56.26,315.96,18.43,21.43
27,DRONE,56.09,316.65,18.48,21.48
28,DRONE,55.91,317.35,18.52,21.52
29,DRONE,55.74,318.04,18.57,21.57
30,DRONE,55.57,318.74,18.61,21.61
31,DRONE,55.39,319.43,18.65,21.65
32,DRONE,55.22,320.13,18.70,21.70
33,DRONE,55.04,320.83,18.74,21.74
34,DRONE,54.87,321.52,18.78,21.78
35,DRONE,54.70,322.22,18.83,21.83
36,DRONE,54.52,322.91,18.87,21.87
37,DRONE,54.35,323.61,18.91,21.91
38,DRONE,54.17,324.30,18.96,21.96
39,DRONE,54.00,325.00,19.00,22.00
40,DRONE,54.21,325.63,19.16,22.16
41,DRONE,54.42,326.26,19.32,22.32
42,DRONE,54.63,326.89,19.47,22.47
43,DRONE,54.84,327.53,19.63,22.63
44,DRONE,55.05,328.16,19.79,22.79
45,DRONE,55.26,328.79,19.95,22.95
46,DRONE,55.47,329.42,20.11,23.11
47,DRONE,55.68,330.05,20.26,23.26
48,DRONE,55.89,330.68,20.42,23.42
49,DRONE,56.11,331.32,20.58,23.58
50,DRONE,56.32,331.95,20.74,23.74
51,DRONE,56.53,332.58,20.89,23.89
52,DRONE,56.74,333.21,21.05,24.05
53,DRONE,56.95,333.84,21.21,24.21
54,DRONE,57.16,334.47,21.37,24.37
55,DRONE,57.37,335.11,21.53,24.53
56,DRONE,57.58,335.74,21.68,24.68
57,DRONE,57.79,336.37,21.84,24.84
58,DRONE,58.00,337.00,22.00,25.00
59,DRONE,58.53,337.82,21.88,24.65
60,DRONE,59.06,338.65,21.76,24.29
61,DRONE,59.59,339.47,21.65,23.94
62,DRONE,60.12,340.29,21.53,23.59
63,DRONE,60.65,341.12,21.41,23.24
64,DRONE,61.18,341.94,21.29,22.88
65,DRONE,61.71,342.76,21.18,22.53
66,DRONE,62.24,343.59,21.06,22.18
67,DRONE,62.76,344.41,20.94,21.82
68,DRONE,63.29,345.24,20.82,21.47
69,DRONE,63.82,346.06,20.71,21.12
70,DRONE,64.35,346.88,20.59,20.76
71,DRONE,64.88,347.71,20.47,20.41
72,DRONE,65.41,348.53,20.35,20.06
73,DRONE,65.94,349.35,20.24,19.71
74,DRONE,66.47,350.18,20.12,19.35
75,DRONE,67.00,351.00,20.00,19.00
76,DRONE,67.69,351.56,19.88,18.88
77,DRONE,68.37,352.12,19.75,18.75
78,DRONE,69.06,352.69,19.63,18.63
79,DRONE,69.75,353.25,19.50,18.50
80,DRONE,70.44,353.81,19.38,18.38
81,DRONE,71.12,354.37,19.25,18.25
82,DRONE,71.81,354.94,19.13,18.13
83,DRONE,72.50,355.50,19.00,18.00
84,DRONE,73.19,356.06,18.88,17.88
85,DRONE,73.87,356.62,18.75,17.75
