frame,label,x,y,width,height
0,HELICOPTER,210.00,162.00,115.00,119.00
1,HELICOPTER,209.86,162.39,114.24,118.18
2,HELICOPTER,209.87,162.39,114.24,118.17
3,HELICOPTER,209.95,162.01,114.72,118.63
4,HELICOPTER,208.50,162.19,115.10,118.96
5,HELICOPTER,207.39,162.22,116.33,120.14
6,HELICOPTER,205.95,161.76,116.54,120.31
7,HELICOPTER,205.51,162.92,116.44,120.18
8,HELICOPTER,205.51,162.92,116.44,120.18
9,HELICOPTER,204.46,163.38,116.22,119.96
10,HELICOPTER,203.14,164.51,116.74,120.43
11,HELICOPTER,202.34,164.98,117.20,120.86
12,HELICOPTER,201.71,164.57,117.53,121.15
13,HELICOPTER,201.29,164.63,118.04,121.64
14,HELICOPTER,201.27,164.62,118.09,121.69
15,HELICOPTER,201.35,165.00,118.03,121.62
16,HELICOPTER,202.12,165.89,118.47,122.03
17,HELICOPTER,203.29,166.59,118.62,122.15
18,HELICOPTER,205.24,167.81,118.42,121.95
19,HELICOPTER,207.06,169.79,118.46,121.98
20,HELICOPTER,207.07,169.79,118.46,121.98
21,HELICOPTER,210.20,170.70,118.21,121.72
22,HELICOPTER,213.48,171.45,118.76,122.26
23,HELICOPTER,215.60,173.15,119.10,122.58
24,HELICOPTER,217.76,175.57,119.17,122.63
25,HELICOPTER,219.40,176.35,119.08,122.55
26,HELICOPTER,219.40,176.35,119.08,122.55
27,HELICOPTER,221.02,178.00,119.34,122.80
28,HELICOPTER,222.60,179.17,118.80,122.25
29,HELICOPTER,223.28,180.43,118.94,122.38
30,HELICOPTER,224.13,181.55,118.73,122.17
31,HELICOPTER,223.91,183.37,118.92,122.36
32,HELICOPTER,223.92,183.38,118.91,122.35
33,HELICOPTER,224.03,185.03,118.51,121.94
34,HELICOPTER,223.86,185.39,118.58,122.00
35,HELICOPTER,223.01,186.19,119.08,122.47
36,HELICOPTER,221.80,186.96,118.65,122.03
37,HELICOPTER,220.42,187.99,118.53,121.91
38,HELICOPTER,220.43,187.99,118.53,121.90
39,HELICOPTER,218.88,188.28,118.58,121.94
40,HELICOPTER,217.16,188.65,118.26,121.61
41,HELICOPTER,214.64,188.11,118.86,122.19
42,HELICOPTER,212.03,188.28,118.99,122.32
43,HELICOPTER,208.94,188.35,118.89,122.20
44,HELICOPTER,208.94,188.35,118.89,122.20
45,HELICOPTER,205.43,187.59,119.17,122.46
46,HELICOPTER,201.77,187.22,119.46,122.73
47,HELICOPTER,199.62,186.20,119.12,122.40
48,HELICOPTER,198.72,185.71,119.23,122.50
49,HELICOPTER,197.99,184.01,119.15,122.40
50,HELICOPTER,197.94,184.00,119.19,122.44
51,HELICOPTER,197.34,183.50,119.51,122.73
52,HELICOPTER,198.37,183.78,119.62,122.83
53,HELICOPTER,199.49,183.09,119.88,123.09
54,HELICOPTER,201.90,183.14,119.50,122.70
55,HELICOPTER,203.94,182.93,119.58,122.75
56,HELICOPTER,203.94,182.94,119.57,122.74
57,HELICOPTER,205.93,182.27,119.51,122.65
58,HELICOPTER,208.58,181.20,119.95,123.08
59,HELICOPTER,210.91,180.08,120.29,123.42
60,HELICOPTER,214.30,179.16,119.64,122.75
61,HELICOPTER,216.30,178.66,119.83,122.94
62,HELICOPTER,216.29,178.65,119.86,122.97
63,HELICOPTER,218.04,178.06,120.36,123.47
64,HELICOPTER,220.35,176.36,120.17,123.28
65,HELICOPTER,223.38,176.00,119.71,122.78
66,HELICOPTER,224.86,173.69,120.61,123.65
67,HELICOPTER,226.79,172.63,120.32,123.36
68,HELICOPTER,226.78,172.62,120.33,123.37
69,HELICOPTER,228.69,170.35,120.36,123.38
70,HELICOPTER,230.14,169.38,120.79,123.80
71,HELICOPTER,231.13,168.21,120.39,123.40
72,HELICOPTER,232.53,167.44,120.37,123.37
73,HELICOPTER,234.75,165.87,120.78,123.75
74,HELICOPTER,234.75,165.88,120.77,123.75
75,HELICOPTER,237.09,164.98,120.31,123.27
76,HELICOPTER,237.70,162.97,121.33,124.27
77,HELICOPTER,239.87,163.37,120.67,123.61
78,HELICOPTER,240.72,161.63,121.11,124.04
79,HELICOPTER,241.69,160.62,121.09,124.00
80,HELICOPTER,241.69,160.62,121.09,124.00
81,HELICOPTER,242.64,159.60,120.93,123.84
82,HELICOPTER,243.82,159.35,120.29,123.21
83,HELICOPTER,243.79,157.95,120.79,123.68
84,HELICOPTER,243.78,158.24,120.67,123.56
85,HELICOPTER,243.02,156.58,120.67,123.55
86,HELICOPTER,243.03,156.59,120.65,123.53
87,HELICOPTER,241.99,156.44,120.82,123.69
88,HELICOPTER,239.84,155.91,120.59,123.45
89,HELICOPTER,237.69,155.53,120.47,123.32
90,HELICOPTER,234.84,155.51,120.65,123.50
91,HELICOPTER,232.47,155.49,120.76,123.60
92,HELICOPTER,232.47,155.49,120.75,123.60
93,HELICOPTER,229.66,155.40,121.27,124.11
94,HELICOPTER,227.02,156.46,120.64,123.47
95,HELICOPTER,224.55,156.77,120.39,123.21
96,HELICOPTER,223.05,156.68,120.61,123.41
97,HELICOPTER,221.34,157.72,120.65,123.44
98,HELICOPTER,221.30,157.70,120.72,123.51
99,HELICOPTER,219.90,158.56,120.48,123.26
100,HELICOPTER,218.18,158.41,120.84,123.61
101,HELICOPTER,217.27,158.58,120.91,123.68
102,HELICOPTER,216.15,158.45,121.27,124.02
103,HELICOPTER,215.92,159.58,121.20,123.95
104,HELICOPTER,215.91,159.57,121.20,123.96
105,HELICOPTER,216.10,160.44,120.63,123.38
106,HELICOPTER,215.79,161.20,120.98,123.73
107,HELICOPTER,215.55,161.43,120.91,123.64
108,HELICOPTER,215.11,162.31,120.78,123.50
109,HELICOPTER,213.80,163.64,120.88,123.59
110,HELICOPTER,213.80,163.64,120.88,123.59
111,HELICOPTER,212.30,164.53,120.84,123.56
112,HELICOPTER,209.48,165.16,121.24,123.95
113,HELICOPTER,207.73,166.74,120.96,123.66
114,HELICOPTER,205.32,166.67,120.74,123.40
115,HELICOPTER,202.87,167.92,121.31,123.96
116,HELICOPTER,202.88,167.94,121.29,123.94
117,HELICOPTER,200.87,167.72,120.81,123.49
118,HELICOPTER,198.63,168.13,121.01,123.67
119,HELICOPTER,197.80,167.70,121.13,123.78
120,HELICOPTER,197.34,169.08,120.50,123.15
121,HELICOPTER,198.54,169.22,119.62,122.27
122,HELICOPTER,198.54,169.22,119.62,122.26
123,HELICOPTER,198.72,167.95,120.49,123.15
124,HELICOPTER,199.09,167.63,120.85,123.49
125,HELICOPTER,200.69,168.52,120.59,123.22
126,HELICOPTER,202.12,166.63,120.94,123.55
127,HELICOPTER,203.32,166.99,120.38,123.00
128,HELICOPTER,203.30,167.00,120.44,123.05
129,HELICOPTER,204.68,166.68,120.16,122.76
130,HELICOPTER,206.04,165.71,120.34,122.94
131,HELICOPTER,207.17,164.43,120.03,122.63
132,HELICOPTER,207.29,163.25,120.71,123.32
133,HELICOPTER,208.35,162.78,120.13,122.74
134,HELICOPTER,208.35,162.78,120.14,122.74
135,HELICOPTER,209.53,161.98,119.97,122.57
136,HELICOPTER,209.55,160.60,120.18,122.75
137,HELICOPTER,210.06,159.36,119.52,122.11
138,HELICOPTER,211.96,159.03,118.80,121.39
139,HELICOPTER,212.35,158.03,119.58,122.15
140,HELICOPTER,212.36,158.03,119.57,122.15
141,HELICOPTER,213.27,156.81,119.83,122.40
142,HELICOPTER,214.32,156.01,119.71,122.27
143,HELICOPTER,215.54,155.02,119.78,122.34
144,HELICOPTER,216.94,154.62,119.93,122.48
145,HELICOPTER,218.08,154.69,119.11,121.67
146,HELICOPTER,218.01,154.66,119.22,121.78
147,HELICOPTER,218.82,155.07,119.39,121.93
148,HELICOPTER,219.77,154.80,119.47,122.01
149,HELICOPTER,220.32,154.47,119.58,122.10
150,HELICOPTER,221.91,154.14,119.49,121.99
151,HELICOPTER,223.67,154.39,119.29,121.79
152,HELICOPTER,223.68,154.40,119.28,121.77
153,HELICOPTER,224.61,153.76,119.50,121.99
154,HELICOPTER,226.05,155.00,119.33,121.83
155,HELICOPTER,225.98,154.29,120.20,122.66
156,HELICOPTER,227.81,154.81,119.33,121.80
157,HELICOPTER,228.97,155.30,119.43,121.93
158,HELICOPTER,228.93,155.28,119.50,121.99
159,HELICOPTER,229.81,156.30,119.25,121.74
160,HELICOPTER,230.85,156.44,119.44,121.92
161,HELICOPTER,232.20,157.26,118.68,121.16
162,HELICOPTER,232.87,157.16,119.01,121.47
163,HELICOPTER,233.31,158.06,119.15,121.60
164,HELICOPTER,233.31,158.06,119.15,121.60
165,HELICOPTER,233.09,157.63,118.97,121.44
166,HELICOPTER,233.23,157.76,119.01,121.47
167,HELICOPTER,233.61,157.08,119.18,121.65
168,HELICOPTER,232.76,157.28,119.13,121.58
169,HELICOPTER,233.42,157.00,118.76,121.20
170,HELICOPTER,233.42,157.00,118.76,121.21
171,HELICOPTER,234.05,157.50,118.95,121.38
172,HELICOPTER,235.00,157.36,119.23,121.64
173,HELICOPTER,236.17,157.71,119.34,121.77
174,HELICOPTER,237.69,158.05,119.13,121.56
175,HELICOPTER,239.36,158.09,119.56,121.97
176,HELICOPTER,239.36,158.09,119.56,121.97
177,HELICOPTER,241.18,158.09,119.72,122.13
178,HELICOPTER,243.27,159.46,119.60,121.99
179,HELICOPTER,245.06,159.75,119.34,121.73
180,HELICOPTER,247.16,160.34,119.42,121.81
181,HELICOPTER,248.10,159.02,119.83,122.20
182,HELICOPTER,248.14,159.04,119.79,122.16
183,HELICOPTER,249.71,159.07,119.32,121.70
184,HELICOPTER,249.64,157.98,119.58,121.96
185,HELICOPTER,249.74,157.65,119.62,121.98
186,HELICOPTER,249.67,157.08,119.13,121.49
187,HELICOPTER,249.75,157.23,119.14,121.50
188,HELICOPTER,249.76,157.24,119.12,121.48
189,HELICOPTER,248.48,156.42,119.03,121.40
190,HELICOPTER,246.66,156.18,118.89,121.24
191,HELICOPTER,243.13,154.91,119.08,121.43
192,HELICOPTER,240.65,154.90,118.92,121.27
193,HELICOPTER,238.10,154.73,118.93,121.26
194,HELICOPTER,238.10,154.73,118.93,121.25
195,HELICOPTER,236.19,154.09,119.30,121.61
196,HELICOPTER,234.21,154.66,119.04,121.36
197,HELICOPTER,231.83,154.91,119.09,121.43
198,HELICOPTER,229.99,154.91,118.73,121.06
199,HELICOPTER,227.65,154.85,119.05,121.37
200,HELICOPTER,227.65,154.86,119.05,121.36
201,HELICOPTER,226.15,155.09,118.89,121.21
202,HELICOPTER,225.96,155.32,119.48,121.79
203,HELICOPTER,226.41,154.71,119.14,121.44
204,HELICOPTER,226.51,153.30,118.71,121.02
205,HELICOPTER,225.86,153.35,118.71,121.01
206,HELICOPTER,225.92,153.36,118.61,120.91
207,HELICOPTER,226.23,153.31,118.73,121.04
208,HELICOPTER,226.26,152.33,118.98,121.30
209,HELICOPTER,227.18,152.22,119.03,121.33
210,HELICOPTER,227.63,150.88,118.50,120.80
211,HELICOPTER,228.56,150.03,118.67,120.99
212,HELICOPTER,228.56,150.04,118.66,120.98
213,HELICOPTER,229.34,149.05,118.70,121.00
214,HELICOPTER,229.66,148.52,118.85,121.15
215,HELICOPTER,230.97,147.99,118.82,121.11
216,HELICOPTER,232.31,147.86,118.69,120.97
217,HELICOPTER,233.27,146.36,118.71,120.99
218,HELICOPTER,233.35,146.39,118.54,120.82
219,HELICOPTER,234.12,145.17,118.63,120.90
220,HELICOPTER,234.60,144.04,118.76,121.02
221,HELICOPTER,234.77,142.85,118.80,121.06
222,HELICOPTER,234.43,141.85,119.10,121.35
223,HELICOPTER,234.10,141.87,118.88,121.13
224,HELICOPTER,234.10,141.87,118.87,121.12
225,HELICOPTER,233.83,140.65,118.82,121.07
226,HELICOPTER,232.06,139.01,119.05,121.28
227,HELICOPTER,230.06,136.95,119.00,121.24
228,HELICOPTER,227.51,136.64,119.10,121.33
229,HELICOPTER,226.03,135.64,118.73,120.97
230,HELICOPTER,226.04,135.64,118.72,120.96
231,HELICOPTER,224.23,135.15,119.44,121.65
232,HELICOPTER,222.43,134.53,119.32,121.54
233,HELICOPTER,220.84,134.03,119.31,121.49
234,HELICOPTER,220.79,134.03,119.38,121.56
235,HELICOPTER,219.78,134.50,119.51,121.67
236,HELICOPTER,219.78,134.51,119.48,121.65
237,HELICOPTER,220.53,135.60,119.35,121.52
238,HELICOPTER,221.12,135.66,119.70,121.87
239,HELICOPTER,222.55,136.11,119.52,121.67
240,HELICOPTER,223.72,137.18,119.52,121.67
241,HELICOPTER,225.61,137.24,119.43,121.59
242,HELICOPTER,225.62,137.25,119.43,121.59
243,HELICOPTER,226.57,137.91,119.17,121.33
244,HELICOPTER,227.31,138.36,119.21,121.37
245,HELICOPTER,228.49,139.20,118.87,121.04
246,HELICOPTER,229.13,139.74,118.74,120.91
