frame,label,x,y,width,height
0,AIRPLANE,346.00,238.00,26.00,26.00
1,AIRPLANE,346.55,237.74,26.03,26.04
2,AIRPLANE,347.10,237.48,26.06,26.09
3,AIRPLANE,347.65,237.22,26.09,26.13
4,AIRPLANE,348.20,236.96,26.12,26.17
5,AIRPLANE,348.75,236.70,26.14,26.22
6,AIRPLANE,349.30,236.43,26.17,26.26
7,AIRPLANE,349.86,236.17,26.20,26.30
8,AIRPLANE,350.41,235.91,26.23,26.35
9,AIRPLANE,350.96,235.65,26.26,26.39
10,AIRPLANE,351.51,235.39,26.29,26.43
11,AIRPLANE,352.06,235.13,26.32,26.48
12,AIRPLANE,352.61,234.87,26.35,26.52
13,AIRPLANE,353.16,234.61,26.38,26.57
14,AIRPLANE,353.71,234.35,26.41,26.61
15,AIRPLANE,354.26,234.09,26.43,26.65
16,AIRPLANE,354.81,233.83,26.46,26.70
17,AIRPLANE,355.36,233.57,26.49,26.74
18,AIRPLANE,355.91,233.30,26.52,26.78
19,AIRPLANE,356.46,233.04,26.55,26.83
20,AIRPLANE,357.01,232.78,26.58,26.87
21,AIRPLANE,357.57,232.52,26.61,26.91
22,AIRPLANE,358.12,232.26,26.64,26.96
23,AIRPLANE,358.67,232.00,26.67,27.00
24,AIRPLANE,359.22,231.74,26.70,27.04
25,AIRPLANE,359.77,231.48,26.72,27.09
26,AIRPLANE,360.32,231.22,26.75,27.13
27,AIRPLANE,360.87,230.96,26.78,27.17
28,AIRPLANE,361.42,230.70,26.81,27.22
29,AIRPLANE,361.97,230.43,26.84,27.26
30,AIRPLANE,362.52,230.17,26.87,27.30
31,AIRPLANE,363.07,229.91,26.90,27.35
32,AIRPLANE,363.62,229.65,26.93,27.39
33,AIRPLANE,364.17,229.39,26.96,27.43
34,AIRPLANE,364.72,229.13,26.99,27.48
35,AIRPLANE,365.28,228.87,27.01,27.52
36,AIRPLANE,365.83,228.61,27.04,27.57
37,AIRPLANE,366.38,228.35,27.07,27.61
38,AIRPLANE,366.93,228.09,27.10,27.65
39,AIRPLANE,367.48,227.83,27.13,27.70
40,AIRPLANE,368.03,227.57,27.16,27.74
41,AIRPLANE,368.58,227.30,27.19,27.78
42,AIRPLANE,369.13,227.04,27.22,27.83
43,AIRPLANE,369.68,226.78,27.25,27.87
44,AIRPLANE,370.23,226.52,27.28,27.91
45,AIRPLANE,370.78,226.26,27.30,27.96
46,AIRPLANE,371.33,226.00,27.33,28.00
47,AIRPLANE,371.88,225.74,27.36,28.04
48,AIRPLANE,372.43,225.48,27.39,28.09
49,AIRPLANE,372.99,225.22,27.42,28.13
50,AIRPLANE,373.54,224.96,27.45,28.17
51,AIRPLANE,374.09,224.70,27.48,28.22
52,AIRPLANE,374.64,224.43,27.51,28.26
53,AIRPLANE,375.19,224.17,27.54,28.30
54,AIRPLANE,375.74,223.91,27.57,28.35
55,AIRPLANE,376.29,223.65,27.59,28.39
56,AIRPLANE,376.84,223.39,27.62,28.43
57,AIRPLANE,377.39,223.13,27.65,28.48
58,AIRPLANE,377.94,222.87,27.68,28.52
59,AIRPLANE,378.49,222.61,27.71,28.57
60,AIRPLANE,379.04,222.35,27.74,28.61
61,AIRPLANE,379.59,222.09,27.77,28.65
62,AIRPLANE,380.14,221.83,27.80,28.70
63,AIRPLANE,380.70,221.57,27.83,28.74
64,AIRPLANE,381.25,221.30,27.86,28.78
65,AIRPLANE,381.80,221.04,27.88,28.83
66,AIRPLANE,382.35,220.78,27.91,28.87
67,AIRPLANE,382.90,220.52,27.94,28.91
68,AIRPLANE,383.45,220.26,27.97,28.96
69,AIRPLANE,384.00,220.00,28.00,29.00
70,AIRPLANE,384.57,219.75,27.99,29.04
71,AIRPLANE,385.13,219.49,27.98,29.07
72,AIRPLANE,385.70,219.24,27.96,29.11
73,AIRPLANE,386.27,218.99,27.95,29.14
74,AIRPLANE,386.83,218.73,27.94,29.18
75,AIRPLANE,387.40,218.48,27.93,29.22
76,AIRPLANE,387.96,218.23,27.92,29.25
77,AIRPLANE,388.53,217.98,27.90,29.29
78,AIRPLANE,389.10,217.72,27.89,29.33
79,AIRPLANE,389.66,217.47,27.88,29.36
80,AIRPLANE,390.23,217.22,27.87,29.40
81,AIRPLANE,390.80,216.96,27.86,29.43
82,AIRPLANE,391.36,216.71,27.84,29.47
83,AIRPLANE,391.93,216.46,27.83,29.51
84,AIRPLANE,392.49,216.20,27.82,29.54
85,AIRPLANE,393.06,215.95,27.81,29.58
86,AIRPLANE,393.63,215.70,27.80,29.61
87,AIRPLANE,394.19,215.45,27.78,29.65
88,AIRPLANE,394.76,215.19,27.77,29.69
89,AIRPLANE,395.33,214.94,27.76,29.72
90,AIRPLANE,395.89,214.69,27.75,29.76
91,AIRPLANE,396.46,214.43,27.73,29.80
