frame,label,x,y,width,height
0,BIRD,383.00,311.00,23.00,31.00
0,BIRD,302.00,392.00,26.00,27.00
1,BIRD,382.96,311.23,22.96,30.96
1,BIRD,298.14,392.86,26.00,26.71
2,BIRD,382.92,311.46,22.92,30.92
2,BIRD,294.29,393.71,26.00,26.43
3,BIRD,382.88,311.69,22.88,30.88
3,BIRD,290.43,394.57,26.00,26.14
4,BIRD,382.85,311.92,22.85,30.85
4,BIRD,286.57,395.43,26.00,25.86
5,BIRD,382.81,312.15,22.81,30.81
5,BIRD,282.71,396.29,26.00,25.57
6,BIRD,382.77,312.38,22.77,30.77
6,BIRD,278.86,397.14,26.00,25.29
7,BIRD,382.73,312.62,22.73,30.73
7,BIRD,275.00,398.00,26.00,25.00
8,BIRD,382.69,312.85,22.69,30.69
8,BIRD,271.18,398.55,25.91,24.82
9,BIRD,382.65,313.08,22.65,30.65
9,BIRD,267.36,399.09,25.82,24.64
10,BIRD,382.62,313.31,22.62,30.62
10,BIRD,263.55,399.64,25.73,24.45
11,BIRD,382.58,313.54,22.58,30.58
11,BIRD,259.73,400.18,25.64,24.27
12,BIRD,382.54,313.77,22.54,30.54
12,BIRD,255.91,400.73,25.55,24.09
13,BIRD,382.50,314.00,22.50,30.50
13,BIRD,252.09,401.27,25.45,23.91
14,BIRD,382.46,314.23,22.46,30.46
14,BIRD,248.27,401.82,25.36,23.73
15,BIRD,382.42,314.46,22.42,30.42
15,BIRD,244.45,402.36,25.27,23.55
16,BIRD,382.38,314.69,22.38,30.38
16,BIRD,240.64,402.91,25.18,23.36
17,BIRD,382.35,314.92,22.35,30.35
17,BIRD,236.82,403.45,25.09,23.18
18,BIRD,382.31,315.15,22.31,30.31
18,BIRD,233.00,404.00,25.00,23.00
19,BIRD,382.27,315.38,22.27,30.27
19,BIRD,229.09,404.36,24.82,23.09
20,BIRD,382.23,315.62,22.23,30.23
20,BIRD,225.18,404.73,24.64,23.18
21,BIRD,382.19,315.85,22.19,30.19
21,BIRD,221.27,405.09,24.45,23.27
22,BIRD,382.15,316.08,22.15,30.15
22,BIRD,217.36,405.45,24.27,23.36
23,BIRD,382.12,316.31,22.12,30.12
23,BIRD,213.45,405.82,24.09,23.45
24,BIRD,382.08,316.54,22.08,30.08
24,BIRD,209.55,406.18,23.91,23.55
25,BIRD,382.04,316.77,22.04,30.04
25,BIRD,205.64,406.55,23.73,23.64
26,BIRD,382.00,317.00,22.00,30.00
26,BIRD,201.73,406.91,23.55,23.73
27,BIRD,381.50,317.50,22.42,30.00
27,BIRD,197.82,407.27,23.36,23.82
28,BIRD,381.00,318.00,22.83,30.00
28,BIRD,193.91,407.64,23.18,23.91
29,BIRD,380.50,318.50,23.25,30.00
29,BIRD,190.00,408.00,23.00,24.00
30,BIRD,380.00,319.00,23.67,30.00
30,BIRD,186.45,408.55,23.18,24.00
31,BIRD,379.50,319.50,24.08,30.00
31,BIRD,182.91,409.09,23.36,24.00
32,BIRD,379.00,320.00,24.50,30.00
32,BIRD,179.36,409.64,23.55,24.00
33,BIRD,378.50,320.50,24.92,30.00
33,BIRD,175.82,410.18,23.73,24.00
34,BIRD,378.00,321.00,25.33,30.00
34,BIRD,172.27,410.73,23.91,24.00
35,BIRD,377.50,321.50,25.75,30.00
35,BIRD,168.73,411.27,24.09,24.00
36,BIRD,377.00,322.00,26.17,30.00
36,BIRD,165.18,411.82,24.27,24.00
37,BIRD,376.50,322.50,26.58,30.00
37,BIRD,161.64,412.36,24.45,24.00
38,BIRD,376.00,323.00,27.00,30.00
38,BIRD,158.09,412.91,24.64,24.00
39,BIRD,374.91,323.91,27.27,29.64
39,BIRD,154.55,413.45,24.82,24.00
40,BIRD,373.82,324.82,27.55,29.27
40,BIRD,151.00,414.00,25.00,24.00
41,BIRD,372.73,325.73,27.82,28.91
41,BIRD,147.00,415.20,25.40,23.70
42,BIRD,371.64,326.64,28.09,28.55
42,BIRD,143.00,416.40,25.80,23.40
43,BIRD,370.55,327.55,28.36,28.18
43,BIRD,139.00,417.60,26.20,23.10
44,BIRD,369.45,328.45,28.64,27.82
44,BIRD,135.00,418.80,26.60,22.80
45,BIRD,368.36,329.36,28.91,27.45
45,BIRD,131.00,420.00,27.00,22.50
46,BIRD,367.27,330.27,29.18,27.09
46,BIRD,127.00,421.20,27.40,22.20
47,BIRD,366.18,331.18,29.45,26.73
47,BIRD,123.00,422.40,27.80,21.90
48,BIRD,365.09,332.09,29.73,26.36
48,BIRD,119.00,423.60,28.20,21.60
49,BIRD,364.00,333.00,30.00,26.00
49,BIRD,115.00,424.80,28.60,21.30
50,BIRD,363.50,333.75,29.75,26.17
50,BIRD,111.00,426.00,29.00,21.00
51,BIRD,363.00,334.50,29.50,26.33
51,BIRD,107.73,426.82,29.18,21.18
52,BIRD,362.50,335.25,29.25,26.50
52,BIRD,104.45,427.64,29.36,21.36
53,BIRD,362.00,336.00,29.00,26.67
53,BIRD,101.18,428.45,29.55,21.55
54,BIRD,361.50,336.75,28.75,26.83
54,BIRD,97.91,429.27,29.73,21.73
55,BIRD,361.00,337.50,28.50,27.00
55,BIRD,94.64,430.09,29.91,21.91
56,BIRD,360.50,338.25,28.25,27.17
56,BIRD,91.36,430.91,30.09,22.09
57,BIRD,360.00,339.00,28.00,27.33
57,BIRD,88.09,431.73,30.27,22.27
58,BIRD,359.50,339.75,27.75,27.50
58,BIRD,84.82,432.55,30.45,22.45
59,BIRD,359.00,340.50,27.50,27.67
59,BIRD,81.55,433.36,30.64,22.64
60,BIRD,358.50,341.25,27.25,27.83
60,BIRD,78.27,434.18,30.82,22.82
61,BIRD,358.00,342.00,27.00,28.00
61,BIRD,75.00,435.00,31.00,23.00
62,BIRD,357.27,342.82,27.00,28.09
62,BIRD,72.20,435.80,30.40,22.70
63,BIRD,356.55,343.64,27.00,28.18
63,BIRD,69.40,436.60,29.80,22.40
64,BIRD,355.82,344.45,27.00,28.27
64,BIRD,66.60,437.40,29.20,22.10
65,BIRD,355.09,345.27,27.00,28.36
65,BIRD,63.80,438.20,28.60,21.80
66,BIRD,354.36,346.09,27.00,28.45
66,BIRD,61.00,439.00,28.00,21.50
67,BIRD,353.64,346.91,27.00,28.55
67,BIRD,58.20,439.80,27.40,21.20
68,BIRD,352.91,347.73,27.00,28.64
68,BIRD,55.40,440.60,26.80,20.90
69,BIRD,352.18,348.55,27.00,28.73
69,BIRD,52.60,441.40,26.20,20.60
70,BIRD,351.45,349.36,27.00,28.82
70,BIRD,49.80,442.20,25.60,20.30
71,BIRD,350.73,350.18,27.00,28.91
71,BIRD,47.00,443.00,25.00,20.00
72,BIRD,350.00,351.00,27.00,29.00
72,BIRD,43.86,443.71,25.00,20.57
73,BIRD,349.42,352.08,26.67,28.67
73,BIRD,40.71,444.43,25.00,21.14
74,BIRD,348.83,353.17,26.33,28.33
74,BIRD,37.57,445.14,25.00,21.71
75,BIRD,348.25,354.25,26.00,28.00
75,BIRD,34.43,445.86,25.00,22.29
76,BIRD,347.67,355.33,25.67,27.67
76,BIRD,31.29,446.57,25.00,22.86
77,BIRD,347.08,356.42,25.33,27.33
77,BIRD,28.14,447.29,25.00,23.43
78,BIRD,346.50,357.50,25.00,27.00
78,BIRD,25.00,448.00,25.00,24.00
79,BIRD,345.92,358.58,24.67,26.67
79,BIRD,23.00,448.78,24.67,23.56
80,BIRD,345.33,359.67,24.33,26.33
80,BIRD,21.00,449.56,24.33,23.11
81,BIRD,344.75,360.75,24.00,26.00
81,BIRD,19.00,450.33,24.00,22.67
82,BIRD,344.17,361.83,23.67,25.67
82,BIRD,17.00,451.11,23.67,22.22
83,BIRD,343.58,362.92,23.33,25.33
83,BIRD,15.00,451.89,23.33,21.78
84,BIRD,343.00,364.00,23.00,25.00
84,BIRD,13.00,452.67,23.00,21.33
85,BIRD,342.20,364.80,23.30,25.20
85,BIRD,11.00,453.44,22.67,20.89
86,BIRD,341.40,365.60,23.60,25.40
86,BIRD,9.00,454.22,22.33,20.44
87,BIRD,340.60,366.40,23.00,25.00
87,BIRD,7.00,455.00,22.00,20.00
88,BIRD,339.80,367.20,24.20,25.80
89,BIRD,339.00,368.00,24.50,26.00
90,BIRD,338.20,368.80,24.80,26.20
91,BIRD,337.40,369.60,25.10,26.40
92,BIRD,336.60,370.40,25.40,26.60
93,BIRD,335.80,371.20,25.70,26.80
94,BIRD,335.00,372.00,26.00,27.00
95,BIRD,334.22,373.22,26.56,26.44
96,BIRD,333.44,374.44,27.11,25.89
97,BIRD,332.67,375.67,27.67,25.33
98,BIRD,331.89,376.89,28.22,24.78
99,BIRD,331.11,378.11,28.78,24.22
100,BIRD,330.33,379.33,29.33,23.67
101,BIRD,329.56,380.56,29.89,23.11
102,BIRD,328.78,381.78,30.44,22.56
103,BIRD,328.00,383.00,31.00,22.00
104,BIRD,327.64,383.36,30.18,22.36
105,BIRD,327.27,383.73,29.36,22.73
106,BIRD,326.91,384.09,28.55,23.09
107,BIRD,326.55,384.45,27.73,23.45
108,BIRD,326.18,384.82,26.91,23.82
109,BIRD,325.82,385.18,26.09,24.18
110,BIRD,325.45,385.55,25.27,24.55
111,BIRD,325.09,385.91,24.45,24.91
