frame,label,x,y,width,height
0,DRONE,385.00,22.00,54.00,40.00
1,DRONE,385.26,32.23,53.48,39.81
2,DRONE,385.40,42.62,53.37,39.87
3,DRONE,385.41,52.95,53.38,40.05
4,DRONE,385.04,63.20,53.60,40.50
5,DRONE,385.00,73.79,53.44,40.46
6,DRONE,384.85,83.94,53.53,40.61
7,DRONE,384.78,94.14,53.40,40.43
8,DRONE,384.71,104.19,53.28,40.27
9,DRONE,384.55,114.15,53.22,40.16
10,DRONE,384.57,124.02,52.93,39.92
11,DRONE,384.44,133.58,53.03,40.00
12,DRONE,384.37,143.15,52.95,39.99
13,DRONE,384.32,152.80,52.79,39.86
14,DRONE,384.21,162.21,52.86,39.94
15,DRONE,384.30,171.97,52.62,39.76
16,DRONE,384.19,181.49,52.82,39.95
17,DRONE,384.16,191.20,52.72,39.93
18,DRONE,384.21,200.98,52.48,39.75
19,DRONE,384.02,210.54,52.67,39.90
20,DRONE,383.95,220.26,52.54,39.81
21,DRONE,383.55,229.87,52.47,39.74
22,DRONE,383.51,239.35,52.65,39.84
23,DRONE,383.00,249.30,52.41,39.59
24,DRONE,383.07,258.09,52.44,39.60
25,DRONE,382.51,267.11,52.59,39.67
26,DRONE,382.76,276.55,52.55,39.51
27,DRONE,382.29,285.33,52.58,39.58
28,DRONE,381.98,293.41,52.34,39.26
29,DRONE,382.14,301.81,52.70,39.68
30,DRONE,382.05,309.42,52.45,39.45
31,DRONE,338.00,356.00,17.00,17.00
32,DRONE,336.00,356.00,19.00,17.00
33,DRONE,336.00,356.00,21.00,13.00
34,DRONE,335.00,353.00,22.00,16.00
35,DRONE,335.00,353.00,25.00,15.00
36,DRONE,333.00,348.00,27.00,20.00
37,DRONE,334.00,348.00,29.00,16.00
38,DRONE,338.00,345.00,25.00,19.00
39,DRONE,338.00,345.00,27.00,16.00
40,DRONE,340.00,341.00,25.00,20.00
41,DRONE,340.00,341.00,23.00,14.00
42,DRONE,339.00,338.00,24.00,17.00
43,DRONE,339.00,338.00,24.00,14.00
44,DRONE,339.00,334.00,24.00,18.00
45,DRONE,339.00,334.00,22.00,13.00
46,DRONE,337.00,330.00,24.00,17.00
47,DRONE,337.00,330.00,27.00,15.00
48,DRONE,341.00,324.00,23.00,21.00
49,DRONE,341.00,324.00,22.00,15.00
50,DRONE,339.00,318.00,24.00,21.00
51,DRONE,339.00,318.00,26.00,16.00
52,DRONE,336.00,314.00,29.00,20.00
53,DRONE,335.00,314.00,29.00,18.00
54,DRONE,337.00,309.00,27.00,23.00
55,DRONE,337.00,309.00,23.00,18.00
56,DRONE,335.00,304.00,25.00,20.00
57,DRONE,335.00,304.00,24.00,15.00
58,DRONE,334.00,299.00,25.00,19.00
59,DRONE,334.00,299.00,26.00,17.00
60,DRONE,330.00,291.00,30.00,25.00
61,DRONE,330.00,288.00,28.00,22.00
62,DRONE,333.00,287.00,24.00,18.00
63,DRONE,332.00,283.00,22.00,20.00
64,DRONE,331.00,281.00,23.00,22.00
65,DRONE,331.00,281.00,24.00,15.00
66,DRONE,327.00,273.00,28.00,23.00
67,DRONE,327.00,273.00,29.00,16.00
68,DRONE,327.00,268.00,29.00,21.00
69,DRONE,327.00,267.00,24.00,17.00
70,DRONE,324.00,257.00,27.00,27.00
71,DRONE,324.00,257.00,25.00,17.00
72,DRONE,325.00,253.00,24.00,21.00
73,DRONE,324.00,253.00,25.00,15.00
74,DRONE,321.00,244.00,28.00,24.00
75,DRONE,321.00,244.00,24.00,13.00
76,DRONE,319.00,235.00,27.00,22.00
77,DRONE,319.00,235.00,24.00,13.00
78,DRONE,319.00,226.00,24.00,22.00
79,DRONE,319.00,226.00,28.00,15.00
80,DRONE,318.00,221.00,29.00,20.00
81,DRONE,318.00,215.00,27.00,20.00
82,DRONE,318.00,209.00,25.00,20.00
83,DRONE,318.00,205.00,25.00,19.00
84,DRONE,319.00,202.00,19.00,18.00
85,DRONE,318.00,194.00,23.00,21.00
86,DRONE,316.00,190.00,26.00,22.00
87,DRONE,316.00,185.00,26.00,20.00
88,DRONE,317.00,181.00,24.00,19.00
89,DRONE,317.00,175.00,20.00,21.00
90,DRONE,312.00,169.00,26.00,18.00
91,DRONE,312.00,169.00,28.00,15.00
92,DRONE,318.00,159.00,22.00,23.00
93,DRONE,318.00,159.00,27.00,13.00
94,DRONE,314.00,147.00,30.00,23.00
95,DRONE,314.00,147.00,31.00,16.00
96,DRONE,312.00,137.00,33.00,26.00
97,DRONE,312.00,137.00,32.00,14.00
98,DRONE,314.00,125.00,30.00,27.00
99,DRONE,314.00,125.00,32.00,17.00
100,DRONE,316.00,115.00,30.00,27.00
101,DRONE,316.00,110.00,30.00,22.00
102,DRONE,318.00,102.00,27.00,25.00
103,DRONE,316.00,100.00,29.00,19.00
104,DRONE,317.00,93.00,32.00,22.00
105,DRONE,316.00,88.00,34.00,20.00
106,DRONE,318.00,82.00,31.00,20.00
107,DRONE,319.00,78.00,29.00,18.00
108,DRONE,319.00,66.00,26.00,24.00
109,DRONE,321.00,64.00,26.00,21.00
110,DRONE,320.00,56.00,30.00,23.00
111,DRONE,320.00,52.00,25.00,22.00
112,DRONE,319.00,43.00,29.00,24.00
113,DRONE,318.00,41.00,30.00,22.00
114,DRONE,454.00,17.00,30.00,29.00
115,DRONE,451.29,20.88,30.50,29.52
116,DRONE,449.00,25.68,30.22,29.23
117,DRONE,446.64,30.08,30.13,29.13
118,DRONE,444.04,34.75,30.24,29.26
119,DRONE,441.95,39.70,29.82,28.83
120,DRONE,439.08,44.35,30.56,29.59
121,DRONE,436.96,49.67,29.82,28.83
122,DRONE,434.16,54.26,30.30,29.33
123,DRONE,431.97,59.44,29.70,28.71
124,DRONE,429.12,63.99,30.49,29.52
125,DRONE,426.91,69.00,29.97,28.97
126,DRONE,423.99,73.53,30.52,29.54
127,DRONE,421.51,78.33,30.17,29.20
128,DRONE,419.01,82.49,30.64,29.67
129,DRONE,416.96,87.52,29.75,28.76
130,DRONE,414.03,91.33,30.60,29.62
131,DRONE,411.77,95.78,30.14,29.15
132,DRONE,409.04,99.73,30.62,29.65
133,DRONE,406.94,104.08,29.93,28.94
134,DRONE,404.02,107.60,30.68,29.71
135,DRONE,402.00,111.68,29.92,28.93
136,DRONE,399.11,115.02,30.47,29.51
137,DRONE,396.92,118.78,30.07,29.08
138,DRONE,394.31,122.09,30.36,29.39
139,DRONE,392.10,125.32,30.41,29.44
140,DRONE,389.91,128.80,30.05,29.07
141,DRONE,387.88,131.91,30.02,29.03
142,DRONE,385.84,134.80,30.07,29.08
143,DRONE,383.89,137.73,30.06,29.08
144,DRONE,382.11,140.32,30.34,29.37
145,DRONE,380.67,143.26,30.01,29.04
146,DRONE,378.99,145.54,30.42,29.44
147,DRONE,378.25,148.34,29.82,28.85
148,DRONE,377.06,150.73,29.66,28.68
149,DRONE,375.97,152.77,30.00,29.01
150,DRONE,375.02,154.81,30.23,29.25
151,DRONE,374.01,156.44,30.83,29.86
152,DRONE,373.97,158.87,30.01,29.03
153,DRONE,373.20,160.41,30.68,29.70
154,DRONE,373.09,162.49,30.15,29.17
155,DRONE,373.15,164.58,29.51,28.53
156,DRONE,372.44,165.54,30.50,29.51
157,DRONE,372.12,167.11,30.39,29.43
158,DRONE,371.91,168.62,30.09,29.11
159,DRONE,371.63,169.85,30.25,29.26
160,DRONE,371.13,171.12,30.29,29.33
161,DRONE,370.95,172.54,30.05,29.07
162,DRONE,370.27,173.30,30.66,29.68
163,DRONE,369.84,174.38,30.74,29.77
164,DRONE,369.93,175.60,30.14,29.15
165,DRONE,369.15,176.34,30.70,29.72
166,DRONE,368.96,177.54,30.33,29.35
167,DRONE,368.14,178.37,30.70,29.72
168,DRONE,367.90,179.71,30.17,29.18
169,DRONE,367.13,180.45,30.70,29.72
170,DRONE,366.98,181.73,30.34,29.35
171,DRONE,366.14,182.84,30.49,29.51
172,DRONE,365.89,184.23,29.89,28.90
173,DRONE,365.16,185.24,30.35,29.38
174,DRONE,364.36,186.39,30.49,29.50
175,DRONE,363.97,187.72,30.33,29.34
176,DRONE,363.22,188.87,30.46,29.48
177,DRONE,363.21,190.49,29.82,28.84
178,DRONE,362.35,191.51,30.48,29.49
179,DRONE,362.09,193.24,29.82,28.83
180,DRONE,361.42,194.40,30.32,29.34
181,DRONE,361.03,195.69,30.47,29.48
182,DRONE,361.18,197.60,29.68,28.70
183,DRONE,360.59,198.56,30.27,29.27
184,DRONE,360.46,199.95,30.28,29.29
185,DRONE,360.24,201.33,30.18,29.21
186,DRONE,359.99,202.34,30.71,29.73
187,DRONE,360.09,203.70,30.60,29.62
188,DRONE,360.02,204.62,30.57,29.59
189,DRONE,360.14,205.92,30.30,29.32
190,DRONE,360.18,206.73,30.43,29.45
191,DRONE,360.40,207.81,30.27,29.29
192,DRONE,360.44,208.59,30.19,29.20
193,DRONE,361.10,209.76,29.33,28.36
194,DRONE,360.85,209.96,29.86,28.87
195,DRONE,361.23,210.79,29.48,28.51
196,DRONE,361.39,210.93,30.06,29.07
197,DRONE,361.75,211.35,29.63,28.65
198,DRONE,362.07,211.71,29.60,28.62
199,DRONE,361.99,211.72,29.77,28.79
200,DRONE,362.28,211.91,29.90,28.90
201,DRONE,362.43,211.95,29.92,28.92
202,DRONE,362.64,212.03,29.82,28.83
203,DRONE,362.75,211.98,29.92,28.93
204,DRONE,362.82,211.97,29.94,28.96
205,DRONE,363.20,211.92,29.89,28.90
206,DRONE,363.18,211.81,29.86,28.87
207,DRONE,363.48,211.77,29.64,28.65
208,DRONE,363.74,211.75,29.54,28.56
209,DRONE,363.75,211.50,29.49,28.51
210,DRONE,363.90,211.16,29.67,28.68
211,DRONE,363.95,210.96,29.84,28.85
212,DRONE,363.97,210.89,29.88,28.89
213,DRONE,364.04,210.81,29.84,28.85
214,DRONE,364.15,210.82,29.81,28.83
215,DRONE,364.19,210.79,29.82,28.83
216,DRONE,364.23,210.80,29.74,28.75
217,DRONE,364.27,210.83,29.70,28.71
218,DRONE,364.24,210.86,29.79,28.80
219,DRONE,364.33,211.04,29.74,28.75
220,DRONE,364.45,211.41,29.52,28.54
221,DRONE,364.48,211.76,29.38,28.41
222,DRONE,364.21,211.95,29.86,28.87
223,DRONE,364.34,212.35,29.58,28.60
224,DRONE,364.27,212.77,29.73,28.74
225,DRONE,364.34,213.39,29.58,28.60
226,DRONE,364.21,213.77,29.75,28.76
227,DRONE,364.23,214.29,29.64,28.66
228,DRONE,364.12,214.89,29.88,28.89
229,DRONE,364.19,215.67,29.40,28.43
230,DRONE,364.01,216.19,29.72,28.73
231,DRONE,364.10,216.70,29.36,28.38
232,DRONE,363.99,217.36,29.59,28.61
233,DRONE,363.91,218.25,29.73,28.74
234,DRONE,363.78,218.67,29.63,28.65
235,DRONE,363.70,219.52,29.64,28.66
236,DRONE,363.44,220.00,30.03,29.04
237,DRONE,363.35,220.96,30.00,29.01
238,DRONE,363.17,221.47,29.55,28.57
239,DRONE,363.22,222.52,29.48,28.51
240,DRONE,362.97,222.81,29.89,28.90
241,DRONE,362.92,223.81,29.76,28.78
242,DRONE,363.06,224.85,29.43,28.45
243,DRONE,362.80,225.07,29.71,28.73
244,DRONE,362.77,226.04,29.60,28.62
245,DRONE,362.77,226.72,29.20,28.23
246,DRONE,362.46,227.52,29.34,28.37
247,DRONE,362.35,228.15,29.58,28.61
248,DRONE,362.38,228.82,29.27,28.31
249,DRONE,362.37,236.01,29.00,21.70
250,DRONE,369.00,241.00,25.00,16.00
251,DRONE,365.00,241.00,27.00,20.00
252,DRONE,365.00,241.00,25.00,20.00
253,DRONE,364.00,240.00,26.00,21.00
254,DRONE,364.00,240.00,30.00,21.00
255,DRONE,361.00,245.00,33.00,16.00
256,DRONE,361.00,245.00,29.00,20.00
257,DRONE,366.00,246.00,24.00,19.00
258,DRONE,366.00,246.00,23.00,16.00
259,DRONE,363.00,247.00,26.00,15.00
260,DRONE,363.00,247.00,27.00,20.00
261,DRONE,365.00,247.00,25.00,20.00
262,DRONE,365.00,247.00,26.00,20.00
263,DRONE,365.00,250.00,26.00,17.00
264,DRONE,365.00,250.00,23.00,17.00
265,DRONE,363.00,252.00,25.00,15.00
266,DRONE,363.00,252.00,27.00,18.00
267,DRONE,361.00,253.00,29.00,17.00
268,DRONE,361.00,253.00,26.00,19.00
269,DRONE,363.00,252.00,24.00,20.00
270,DRONE,363.00,252.00,24.00,21.00
271,DRONE,363.00,257.00,24.00,16.00
272,DRONE,363.00,257.00,24.00,17.00
273,DRONE,365.00,260.00,22.00,14.00
274,DRONE,364.00,259.00,22.00,15.00
275,DRONE,364.00,260.00,22.00,14.00
276,DRONE,364.00,260.00,24.00,17.00
277,DRONE,363.00,262.00,25.00,15.00
278,DRONE,363.00,263.00,25.00,14.00
279,DRONE,363.00,263.00,25.00,14.00
280,DRONE,363.00,263.00,21.00,16.00
281,DRONE,360.36,266.00,23.64,13.00
282,DRONE,363.00,263.00,22.00,22.00
283,DRONE,358.00,264.00,27.00,21.00
284,DRONE,359.00,264.00,25.00,19.00
285,DRONE,362.00,267.00,22.00,16.00
286,DRONE,362.00,267.00,22.00,18.00
287,DRONE,360.00,267.00,24.00,18.00
288,DRONE,361.00,267.00,23.00,19.00
289,DRONE,361.00,269.00,23.00,17.00
290,DRONE,362.00,269.00,21.00,22.00
291,DRONE,363.00,270.00,20.00,21.00
292,DRONE,363.00,270.00,21.00,21.00
293,DRONE,360.00,275.00,24.00,16.00
294,DRONE,360.00,275.00,24.00,18.00
295,DRONE,361.00,276.00,23.00,17.00
296,DRONE,361.00,276.00,20.00,17.00
297,DRONE,358.00,276.00,21.00,17.00
298,DRONE,358.00,276.00,24.00,20.00
299,DRONE,359.00,279.00,24.00,16.00
